U27310MZ1989PTC003167,ZORAM GALVANISHED CORRUGATION INDUSTRY PVT LTD  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,18-01-89,Mizoram,2000000,30000,27310,ZARKAWAT   AIZAWL IN0, ,0,0
U27109MZ2000PTC006077,HAUVA STEEL PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,15-03-00,Mizoram,2500000,10000,27109,ZARKUT   AIZAWL IN0, ,0,0
U45203MZ2013PTC008273,PACHUAU CONSTRUCTION PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,06-02-13,Mizoram,1000000,100000,45203,"C/O LALTHANZARA94, VAIVAKAWN I  AIZAWLAizawlIN796009",pcramtea@gmail.com,0,0
U26942MZ1998PTC005357,MAMA CEMENTS PVT LTD   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,09-03-98,Mizoram,500000,20000,26942,N 66 VENGHLUIAIZAWL   MIZORAM IN0, ,0,0
U36101MZ2006PTC008123,CEEKE BAMBOO & WOOD PRODUCTS PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,25-04-06,Mizoram,15000000,150000,36101,"401, PART OF MISSION VENG   AIZAWL IN796015", ,0,0
U34100MZ2015PTC008289,AIDU MOTORS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,13-11-15,Mizoram,500000,500000,34100,"H/No. A-II, C/3, Salem Veng,Chaltlang, Aizawl  MizoramAizawlIN796012",paac.ghy@gmail.com,0,0
U45309MZ1987PTC002676,KEES CONSTRUCTION INDIA PVT LTD   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,07-04-87,Mizoram,2000000,2000,45309,ELECTRIC VENG  CHURCH STREETAIZWAL   MIZORAM IN0, ,0,0
U33119MZ1999PTC005936,MIZORAM PHARMACEUTICAL LABORATORIES PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,05-11-99,Mizoram,1000000,20000,33119,CENTENERY BUILDINGDAWRPUI CHURCH  DIST AIZAWL IN796001, ,0,0
U31909MZ1991SGC003526,ZORAM ELECTRONICS DEVELOPMENTCORPORATION LIMITED  ,Public,Company limited by Shares,State Govt company,"INACTIVE U/S 455 OF CA,2013",20-03-91,Mizoram,500000,47737,31909,TREASURY SQUARE   AIZAWL IN796001, ,0,0
U15300MZ2014PTC008278,ZORAM MEGA FOOD PARK PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,30-05-14,Mizoram,200000000,2000000,15300,A-57 LOWER ZARKAWT   AIZAWLAizawlIN796001,admin@zorammegafood.com,31-03-15,31-03-15
U15143MZ2006PTC008232,MATHIPI OILS AND ALLIED SERVICES PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,20-10-06,Mizoram,1000000,0,15143,"D-66,SIKULPUIKAWN,REPUBLIC ROADMISSION VENG  AIZAWL IN796001",vanlal3@yahoo.co.in,0,0
U15143MZ1997PTC005117,ZAHNUN VEGETABLE OIL COMPANY PVT LTD   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,10-07-97,Mizoram,1000000,20000,15143,THUAMPUIAIZAWL   MIZORAM IN0, ,0,0
U45400MZ2007PLC008255,ASIAN BULLS CONSTRUCTION AND DEVELOPERSLIMITED  ,Public,Company limited by Shares,Non-govt company,ACTIVE,25-05-07,Mizoram,70000000,65500000,45400,"Room No. 1A, Top Floor, Millinium CentreDawrpui, Aizawl  Aizawl IN796001",kjameslrb@yahoo.co.in,31-03-13,31-03-13
U40103MZ2011PTC008264,ETERNITY ENERGY PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,06-07-11,Mizoram,10000000,1000000,40103,"Aijal Club, City Centre,Near Tennis court,  Khatla IN796001",zonunparimar@gmail.com,31-03-15,31-03-15
U40101MZ2011PLC008269,MIZORAM POWER DEVELOPMENT CORPORATIONLIMITED  ,Public,Company limited by Shares,Non-govt company,ACTIVE,26-08-11,Mizoram,250000000,1500000,40101,"C/O Zoram Industrial Development Corporation LtdNew Secretariat Complex, Khatla  AizawlAizawlIN796001",lalit.khetan@spml.co.in,31-03-15,31-03-15
U40101MZ2005SGC007916,MIZORAM INFRASTRUCTURE DEVELOPMENTAGENCY LIMITED  ,Private,Company limited by Shares,State Govt company,"INACTIVE U/S 455 OF CA,2013",07-10-05,Mizoram,2000000,100000,40101,BLOCK  C  CIVIL SECRETARIAT TREASURY SQUAREDIST AIZAWL  MIZORAM IN796001, ,0,0
U40100MZ2015PTC008283,VACHA ENERGY VENTURES PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,08-04-15,Mizoram,3000000,3000000,40100,"T-30, Tuikhuahtlang,Near P.H.E. Office,  AizawlAizawlIN796001",imkrenthlei@gmail.com,0,0
U36997MZ2010PTC008260,BLUE MOUNTAIN TIMBERS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,UNDER PROCESS OF STRUCK-OFF,28-07-10,Mizoram,3000000,550000,36997,"H/O MR. JOEL LALRINPUIA MURRAYM-112, MISSION VENGTHLANG  AIZAWLAizawlIN796005",ajay6690@yahoo.com,0,0
U20299MZ1997PTC005235,NORTH EAST BAMBOARD PVT LTD   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,03-11-97,Mizoram,500000,20000,20299,D K 70 DINTHAR 1AIZAWAL DIST AIZAWAL.   MIZORAM IN0, ,0,0
U20299MZ1992PTC003700,ZONUN MAT PLY PVT LTD   ,Private,Company limited by Shares,Non-govt company,"INACTIVE U/S 455 OF CA,2013",28-04-92,Mizoram,7000000,4000000,20299,"A-20, ZARKAWT AIZWAL-1,AIZAWL, MIZORAM.     IN0",zonun_matplay@yahoo.co.in,31-03-11,0
U20293MZ2006PTC008233,ZOCRAFTS BAMBOO PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,22-11-06,Mizoram,500000,0,20293,"F-46, HRANTHANGA COLONYLOWER COLONY  AIZAWLAizawlIN796007",danielhnr@yahoo.com,0,0
U20293MZ2006PTC008231,GRACE RTP BAMBOO PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,11-09-06,Mizoram,1000000,996100,20293,"A/14, RTP BUSINESS TUIKUAL 'A'   AIZAWL IN796001",bu_dha@yahoo.com,31-03-15,31-03-15
U22219MZ2010PTC008258,HIND SURYA BOOKS & PUBLISHING PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,UNDER PROCESS OF STRUCK-OFF,22-06-10,Mizoram,1000000,100000,22219,"H.NO, -B 32KHATLA  AIZAWLAizawlIN796001",wilfred_reid@yahoo.com,0,0
U20219MZ2010PTC008259,NAMSAY ENTERPRISES PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,22-06-10,Mizoram,1000000,500000,20219,"52, DIAKKAWN.   KOLASIB IN796081",gclient09@gmail.com,31-03-15,31-03-15
U20211MZ1998PTC005565,ZORAM PLYWOOD AND AGROFARMS PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,20-10-98,Mizoram,1000000,10000,20211,KULIAWN WESTAIZAWL   MIZORAM IN0, ,0,0
U15134MZ1989SGC003379,MIZORAM FOOD AND ALLIED INDUSTRIESCORPORATION LTD  ,Private,Company limited by Shares,State Govt company,ACTIVE,19-12-89,Mizoram,200000000,197830900,15134,CANTEEN SQUARE   AIZAWL IN796001,mifco@rediffmail.com,31-03-12,0
U15543MZ2006PTC008234,STS BOTTLING PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,08-12-06,Mizoram,1000000,0,15543,"BRIG. C.VANKUNGA BUILDING (1st FLOOR)LOWER CHANMARI, ELECTRIC MAIN ROAD  AIZAWLAizawlIN796007",kiron_53@hotmail.com,0,0
U15543MZ2003PTC007080,MACY MINERAL WATER PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,16-04-03,Mizoram,500000,100000,15543,SIKULPUIKAWN MISSION VENGAIZAWL   MIZORAM IN796001, ,0,0
U15491MZ2001PTC006619,NGOPA TEA PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,"INACTIVE U/S 455 OF CA,2013",11-09-01,Mizoram,1000000,200000,15491,F  KAPSANGA BUILDINGTUIKUAL AAIZAWL  AIZAWL IN796001, ,0,0
U01122MZ2008PTC008246,MIZO ORGANIC AIZAWL FARMER PRODUCER COMPANY LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,12-06-08,Mizoram,250000,0,1122,"C/o AMFU OfficeH. Thanzami Building, Treasury Square,  AizawlAizawlIN796001",pradeep@diamondshipping.com,0,0
U01122MZ2008PTC008245,MIZO ORGANIC LAWNGTLAI PRODUCTS PRODUCER COMPANY LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,12-06-08,Mizoram,250000,0,1122,"C/o AMFU OfficeLawngtlai Bazar Veng,  LawngtlaiLawngtlaiIN796891",h-n78@rediffmail.com,0,0
U01122MZ2008PTC008244,MIZORGANIC SAIHA PRODUCER COMPANY LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,12-06-08,Mizoram,250000,0,1122,"C/o AMFU OfficeDr. Chawngkhuma Chawngthu Building, College Veng  SaihaSaihaIN796901",h-n78@rediffmail.com,0,0
U01122MZ2008PTC008243,MIZO ORGANIC MAMIT PRODUCER COMPANY LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,12-06-08,Mizoram,250000,0,1122,"C/o AMFU Office, Pu Vanlalthawma Pachuau BuildingMamit Zion Veng,  MamitMamitIN796441",h-n78@rediffmail.com,0,0
U01122MZ2008PTC008242,MIZORGANICS KOLASIB FARMER PRODUCER COMPANY LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,12-06-08,Mizoram,250000,0,1122,"C/o AMFU Office, AMFU BuildingProject Veng, Near Telephone Exchange  KolasibKolasibIN796081",h-n78@rediffmail.com,0,0
U01122MZ2008PTC008241,MIZORGANIC CHAMPHAI FARMER PRODUCER COMPANY LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,12-06-08,Mizoram,250000,0,1122,"C/o AMFU Office, Pu H. Taithuama BuildingChamphai Venglai  ChamphaiChamphaiIN796321",h-n78@rediffmail.com,0,0
U01122MZ2008PTC008240,MIZO ORGANICS SERCHHIP FARMER PRODUCER COMPANY LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,12-06-08,Mizoram,250000,0,1122,"C/o AMFU Office, PU PC Thangliana BuildingH/No 165 Serchhip Bazar Veng,  SerchhipSerchhipIN796181",h-n78@rediffmail.com,0,0
U01122MZ2008PLC008239,MIZO ORGANIC LIMITED   ,Public,Company limited by Shares,Non-govt company,STRUCK-OFF,02-05-08,Mizoram,15000000,700000,1122,"MIP OFFICEDIRECTORATE OF AGRICULTURE BUILDING TOP FLOOR,  AIZAWLAizawlIN796001",pradeep@diamondshipping.com,31-03-09,0
U01119MZ2009PTC008252,NUTECH BAMBOO PROJECTS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,06-01-09,Mizoram,50000000,38825000,1119,"H. NO. Y II-A7DINGDI VENG, CHALTLANG  AIZAWL IN796012",nutechbamboo@gmail.com,31-03-13,31-03-13
U01119MZ2007PTC008235,ZOHILLS AGRICULTURE AND ALLIED SERVICESPRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,12-02-07,Mizoram,1000000,149200,1119,OPPOSITE DIRECTORATE OF HORTICULTURENEAR AIZAWL TENNIS COURT  AIZAWLAizawlIN796001,zohai_06@yahoo.com,31-03-09,0
U01119MZ2000PTC006070,MIZORAM AGRO FOREST PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,13-03-00,Mizoram,2500000,30000,1119,0LECTRIC VENG B 69AIZAWL   MIZORAM IN0, ,0,0
U01119MZ1997PTC005236,VEE CEE COMMERCIALS PVT LTD   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,03-11-97,Mizoram,200000,20000,1119,6AWNGKAWNRAMHLUN ROAD AIZAWAL   MIZORAM IN0, ,0,0
U01111MZ1999PLC005713,ZORAM AGRICULTURAL TRADING COMPANY LIMITED  ,Public,Company limited by Shares,Non-govt company,STRUCK-OFF,26-03-99,Mizoram,5000000,35000,1111,P O  BAZAR BUNGKAWN   AIZAWL IN0, ,0,0
U01110MZ2011PLC008266,NORTH EAST STEVIA LIMITED   ,Public,Company limited by Shares,Non-govt company,UNDER PROCESS OF STRUCK-OFF,08-08-11,Mizoram,1000000,1000000,1110,"T-123, Model Veng,Near Fisheries Dept., Lengpui  LengpuiAizawlIN796410",northeaststevia@gmail.com,0,0
U01100MZ2016PTC013293,ZO THLAI THAR PRODUCER COMPANY LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,25-05-16,Mizoram,1000000,10000,1100,DURTLANG MIZORAM   MIZORAMAizawlIN796025,lalbiaka1966@gmail.com,0,0
U17121MZ2013PTC008276,HMINGTHANGI MIZO-TEX PARK PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,03-12-13,Mizoram,1000000,100000,17121,"D-32, PWD Tillah Zarkawt   AizawlAizawlIN796007",jahau@yahoo.co.in,31-03-15,31-03-15
U64202MZ2008PTC008237,VEES COMMUNICATIONS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,13-02-08,Mizoram,2000000,100000,64202,"H. NO E/58, CHANMARI RAMHLUN ROAD   AIZAWL IN796007",veescommunication@rediffmail.com,0,31-03-12
U64200MZ2016PTC013294,BCA COMMUNICATIONS PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,02-06-16,Mizoram,1000000,1000000,64200,"SHOP NO.H-6,LALBUAIA SHOPPING COMPLEXZARKAWT  AIZAWLAizawlIN796001",bcacommaizawl@gmail.com,0,0
U63040MZ2001PTC006486,CHIEF TRAVELS & COMMUNICATIONS PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,10-04-01,Mizoram,500000,100000,63040,ZARKAWTAIZAWL   MIZORAM IN0,akansanju@gmail.com,0,0
U65921MZ2007PLC008236,LERSIA FORTUNE FINANCE COMPANY LIMITED   ,Public,Company limited by Shares,Non-govt company,ACTIVE,20-08-07,Mizoram,20500000,500000,65921,ZOLIANSANGA BUILDINGCHANMARI  AIZAWL IN796001,legacycorpn@yahoo.co.in,31-03-13,31-03-13
U10101MZ2011SGC008268,MIZORAM MINERAL DEVELOPMENT CORPORATIONLIMITED  ,Public,Company limited by Shares,State Govt company,ACTIVE,25-08-11,Mizoram,250000000,1500000,10101,"C/O Zoram Industrial Development Corporation LtdNew Secretariat Complex, Khatla  Aizawl IN796001",lalit.khetan@spml.co.in,31-03-15,31-03-15
U01419MZ1993SGC003867,MIZORAM AGRICULTURAL MARKETINGCORPORATION LTD.  ,Private,Company limited by Shares,State Govt company,"INACTIVE U/S 455 OF CA,2013",26-02-93,Mizoram,100000000,62410000,1419,ZARKAWT   AIZWAL IN796001,mamcoltd@gmail.com,31-03-10,0
U01409MZ2008PTC008247,MIZO ORGANIC LUNGLEI FARMER PRODUCER COMPANY LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,09-07-08,Mizoram,250000,0,1409,"C/o AMFU Office, Pu K. Selhranga BuildingNear Civil Hospital,  LungleiLungleiIN796571",h-n78@rediffmail.com,0,0
U01403MZ2012PTC008271,PREMIER AGRO TECH PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,UNDER PROCESS OF STRUCK-OFF,02-04-12,Mizoram,500000,500000,1403,"HOUSE NO. F-54, R.L ZOMAWIA BUILDINGCHANMARI  AIZAWLAizawlIN796007",premieragrotechpvtltd@gmail.com,0,0
U72900MZ2015PTC008288,PISTICUS NETWORK SOLUTIONS PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,25-08-15,Mizoram,100000,100000,72900,"Lalhmelthaa Building, Upper Khatla,Aizawl Mizoram,  Aizawl IN796001",nextcommisp@gmail.com,0,0
U72900MZ2000PTC006005,COATES INFORMATION TECHNOLOGY PRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,25-01-00,Mizoram,500000,20000,72900,2ND FLOOR R B COMPLEXZARKAWT AIZWAL   MIZORAM IN796001, ,0,0
U80302MZ1998PTC005313,MIZORAM RESOURCES DEVELOPMENT PVT LTD.   ,Private,Company limited by Shares,Non-govt company,"INACTIVE U/S 455 OF CA,2013",21-01-98,Mizoram,5000000,1435100,80302,TUIKHUAH TLANG   AIZAWL IN796001, ,0,0
U85110MZ1990PTC003430,GREENWOOD HOSPITAL PVT LTD   ,Private,Company limited by Shares,Non-govt company,ACTIVE,19-04-90,Mizoram,12500000,11637300,85110,BAWNGKAWN   AIZAWL IN0,zirtiri@hotmail.com,31-03-14,31-03-15
U75132MZ1978SGC001732,ZORAM INDUSTRIAL DEVELOPMENT CORPORATION LTD  ,Public,Company limited by Shares,State Govt company,ACTIVE,27-02-78,Mizoram,200000000,157810000,75132,UPPER KHATLA   AIZWALAizawlIN796001,zidco2000@yahoo.com,31-03-09,0
U74999MZ2016PTC013298,MIZORAM NETSKY ENTERPRISE PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,10-08-16,Mizoram,100000,100000,74999,UKA-5UPPER KANAN  AIZAWLAizawlIN796009,CVLRNGA11@GMAIL.COM,0,0
U74999MZ2016PTC013295,KING SKILLS DEVELOPMENT AND TRAININGPRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,06-06-16,Mizoram,500000,100000,74999,F MALSAWMA BUILDINGBETHEL COLONY CHALTLANG  AIZAWLAizawlIN796012,kingdina7@yahoo.co.in,0,0
U74999MZ2016PTC013292,NORTH EAST VOCATIONAL & SKILL ACADEMYPRIVATE LIMITED  ,Private,Company limited by Shares,Non-govt company,ACTIVE,25-05-16,Mizoram,500000,100000,74999,M-73 ZAKAMLOVA BUILDINGARMED VENG  AIZAWLAizawlIN796007,vanlalthakima@yahoo.com,0,0
U92412MZ2015PTC008285,AIZAWL FOOTBALL CLUB PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,10-07-15,Mizoram,10000000,10000000,92412,A.31 CHURCH STREET CHHINGA VENG   AIZAWLAizawlIN796001,robertroyte@yahoo.com,0,0
U92100MZ2011PTC008262,ZONET CABLE TV PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,ACTIVE,25-03-11,Mizoram,50000000,46543570,92100,"ZORUM, 3RD FLOOR, REV. ZAIREMA BUILDING,ZARKAWT,  AIZAWL IN796001",zonet@rediffmail.com,31-03-16,31-03-16
U74140MZ2008PLC008251,MIZORAM FINANCIAL CONSULTANCY SERVICES LIMITED  ,Public,Company limited by Shares,Non-govt company,STRUCK-OFF,02-10-08,Mizoram,500000,0,74140,"H. NO.95, RAMTHAR VENGSIHPUI VENG  AIZAWLAizawlIN796001",ranadhirpal@gmail.com,0,0
U74140MZ2001PTC006564,BIOSC MANAGEMENT CENTRE MIZORAM PRIVATELIMITED  ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,02-07-01,Mizoram,100000,100000,74140,E 78 CHAWNGA ROAD  KHATLAAIZWAL   MIZORAM IN796001,akansanju@gmail.com,0,0
U72200MZ2011PTC008265,ETERNITY WILL E-SERVICES PRIVATE LIMITED   ,Private,Company limited by Shares,Non-govt company,STRUCK-OFF,15-07-11,Mizoram,500000,500000,72200,"Aijal Club, City Centre,Near Tennis court,  KhatlaAizawlIN796001",harrydhaul@gmail.com,0,0
